gender,race,ses,test,homework,tv_games,work,grades,service,sports,music,student_gov,honor,journalism,vocation,income2011
1,4,-0.6,46.5,23,3,0,2,0,0,0,0,0,0,0,41000
0,0,0.61,57.49,5,6,0,3,0,0,0,0,0,0,0,41000
1,5,-0.11,62.21,15,2,0,4,0,0,0,0,0,0,0,41000
1,0,-0.67,55.62,30,3,0,4,0,0,0,0,0,0,0,41000
0,0,-0.59,52.59,8,8,0,4,0,0,0,0,0,0,0,41000
1,0,-0.16,51.67,3,1,0,5,0,0,0,0,0,0,0,41000
0,5,-0.76,49.93,2,2,0,5,0,0,0,0,0,0,0,41000
0,6,-1.02,38.63,3,8,0,5,0,0,0,0,0,0,0,41000
0,0,0.18,63.76,8,8,0,5,0,0,0,0,0,0,0,41000
1,4,-1.16,41.57,15,8,0,5,0,0,0,0,0,0,0,41000
0,0,0.88,72.78,7,2,0,6,0,0,0,0,0,0,0,41000
0,0,1.31,75.59,7,2,0,6,0,0,0,0,0,0,0,41000
0,2,-0.09,63.38,12,2,0,6,0,0,0,0,0,0,0,41000
0,5,-0.55,66.79,14,5,0,6,0,0,0,0,0,0,0,41000
0,0,1.06,46.4,2,3,2,4,1,0,0,0,0,0,0,41000
1,0,-0.1,55.45,2,3,0,5,1,0,0,0,0,0,0,41000
1,0,0.45,59.35,5,2,0,6,1,0,0,0,0,0,0,41000
1,0,0.24,64.16,9,4,0,6,1,0,0,0,0,0,0,41000
1,0,0.18,57.68,5,6,4,6,1,0,0,0,0,0,0,41000
0,0,0.38,53.03,5,3,0,4,0,1,0,0,0,0,0,41000
1,0,0.65,55.43,11,3,0,4,1,1,0,0,0,0,0,41000
0,0,-0.29,45.44,1,3,3,2,1,2,0,0,0,0,0,41000
0,6,-0.82,59.13,21,6,0,4,1,2,0,0,0,0,0,41000
1,0,0.05,68.85,12,3,0,6,0,0,1,0,0,0,0,41000
0,0,1.22,65.62,9,4,2,6,0,0,0,1,0,0,0,41000
0,0,0.81,61.08,3,8,0,6,0,0,0,0,1,0,0,41000
0,0,0.71,51.79,10,5,0,5,0,0,0,0,0,1,0,41000
0,0,0.78,57.95,8,3,3,6,1,0,1,0,0,1,0,41000
1,5,-0.69,50.81,99,2,0,5,0,0,0,0,0,0,1,41000
1,0,0.68,60.21,16,0,1,6,1,0,1,1,0,0,1,41000
0,0,0.41,63.31,9,4,0,2,0,0,0,0,0,0,0,42000
0,0,-0.35,59.75,16,7,0,2,0,0,0,0,0,0,0,42000
0,0,0.36,50.93,23,4,0,3,0,0,0,0,0,0,0,42000
0,0,0.48,49.58,7,8,0,3,0,0,0,0,0,0,0,42000
0,0,0.2,52.15,8,8,2,3,0,0,0,0,0,0,0,42000
0,4,1.3,59.73,40,3,4,3,0,0,0,0,0,0,0,42000
0,3,0.78,49.08,13,8,4,3,0,0,0,0,0,0,0,42000
1,4,-0.02,51.47,12,1,0,4,0,0,0,0,0,0,0,42000
0,2,0.9,48.29,6,2,0,4,0,0,0,0,0,0,0,42000
1,0,0.12,60.07,12,2,0,4,0,0,0,0,0,0,0,42000
1,0,-0.24,43.87,98,3,0,4,0,0,0,0,0,0,0,42000
0,3,-0.1,51.42,3,6,0,4,0,0,0,0,0,0,0,42000
0,5,-0.88,52.61,3,8,0,4,0,0,0,0,0,0,0,42000
0,4,-0.03,61.23,3,2,4,4,0,0,0,0,0,0,0,42000
0,0,-0.01,62.68,13,7,6,4,0,0,0,0,0,0,0,42000
1,4,0.61,55.89,9,3,9,4,0,0,0,0,0,0,0,42000
0,0,0.52,48.21,20,1,0,5,0,0,0,0,0,0,0,42000
1,0,0.71,58.81,3,2,0,5,0,0,0,0,0,0,0,42000
1,2,0.55,59.76,6,3,0,5,0,0,0,0,0,0,0,42000
1,4,-0.02,51.86,16,5,0,5,0,0,0,0,0,0,0,42000
1,0,0.06,58.22,1,2,3,5,0,0,0,0,0,0,0,42000
0,0,0.39,59.65,3,4,3,5,0,0,0,0,0,0,0,42000
1,0,-0.78,55.24,5,1,4,5,0,0,0,0,0,0,0,42000
0,0,0.09,47.67,15,3,5,5,0,0,0,0,0,0,0,42000
1,0,0.33,57.52,8,1,0,6,0,0,0,0,0,0,0,42000
1,0,0.46,58.46,15,2,0,6,0,0,0,0,0,0,0,42000
1,5,-0.36,54.5,16,2,0,6,0,0,0,0,0,0,0,42000
0,0,0.78,59.9,9,3,0,6,0,0,0,0,0,0,0,42000
1,6,-0.98,56.18,22,4,0,6,0,0,0,0,0,0,0,42000
1,2,-0.31,59.1,8,5,0,6,0,0,0,0,0,0,0,42000
1,0,0.72,66.78,12,1,2,6,0,0,0,0,0,0,0,42000
1,0,0.05,58.26,24,0,3,6,0,0,0,0,0,0,0,42000
0,0,-0.94,53.12,10,3,8,6,0,0,0,0,0,0,0,42000
0,0,0.19,55.89,15,3,1,3,1,0,0,0,0,0,0,42000
0,0,0.71,58.14,11,2,0,4,1,0,0,0,0,0,0,42000
0,0,0.47,43.96,7,3,0,4,1,0,0,0,0,0,0,42000
1,0,1.17,58.14,4,4,6,4,1,0,0,0,0,0,0,42000
1,0,1.37,64.59,21,1,1,5,1,0,0,0,0,0,0,42000
0,0,-0.41,51.58,5,8,1,5,1,0,0,0,0,0,0,42000
0,0,0.49,60.34,10,4,3,5,1,0,0,0,0,0,0,42000
1,0,1.06,75.79,16,1,0,6,1,0,0,0,0,0,0,42000
1,0,-0.95,52.11,9,8,0,6,1,0,0,0,0,0,0,42000
1,0,1.39,44.75,98,5,0,2,0,1,0,0,0,0,0,42000
0,6,-0.25,41.09,1,8,0,2,0,1,0,0,0,0,0,42000
0,3,-0.29,42.2,14,8,0,2,0,1,0,0,0,0,0,42000
0,0,-0.18,56.58,3,5,3,2,0,1,0,0,0,0,0,42000
0,4,-0.13,54.63,5,8,1,3,0,1,0,0,0,0,0,42000
1,5,0.28,51.97,11,1,0,4,0,1,0,0,0,0,0,42000
0,0,0.31,49.11,11,3,2,4,0,1,0,0,0,0,0,42000
0,6,0.03,50.6,5,4,0,5,0,1,0,0,0,0,0,42000
1,0,0.15,48.75,1,6,0,5,0,1,0,0,0,0,0,42000
1,5,0.54,56.33,4,0,0,6,0,1,0,0,0,0,0,42000
0,0,0.65,63.27,5,1,0,6,0,1,0,0,0,0,0,42000
0,0,1.01,54.25,3,2,0,3,1,1,0,0,0,0,0,42000
0,5,-0.14,53.74,17,2,0,4,1,1,0,0,0,0,0,42000
0,6,-0.58,53.42,5,5,0,4,1,1,0,0,0,0,0,42000
0,0,0.18,52.66,17,7,0,5,1,1,0,0,0,0,0,42000
0,3,0.96,43.86,7,1,6,4,0,2,0,0,0,0,0,42000
1,0,0.98,64.53,97,1,1,6,0,0,1,0,0,0,0,42000
0,0,-0.34,57.71,9,3,2,6,0,0,1,0,0,0,0,42000
1,0,0.49,47.86,9,2,3,4,1,0,1,0,0,0,0,42000
1,0,0.86,60.59,12,3,1,5,1,0,1,0,0,0,0,42000
0,0,0.95,53.53,15,6,2,5,1,0,1,0,0,0,0,42000
1,3,0.85,39.84,5,5,0,4,1,2,1,0,0,0,0,42000
0,3,-1.22,43.17,23,3,0,1,0,0,0,1,0,0,0,42000
1,2,1.24,74.7,13,2,0,5,0,0,0,1,0,0,0,42000
0,0,1.02,61.16,12,2,3,5,0,0,0,1,0,0,0,42000
1,3,0.44,49.87,15,0,0,6,0,0,0,1,0,0,0,42000
1,0,0.8,61,13,0,2,6,0,0,0,1,0,0,0,42000
1,0,0.05,64.67,17,1,0,6,1,0,0,1,0,0,0,42000
1,0,1.29,60.29,13,0,1,6,1,0,0,1,0,0,0,42000
1,0,0.38,54.57,3,1,2,5,0,1,0,1,0,0,0,42000
1,0,-0.13,63.37,9,3,0,6,1,0,1,1,0,0,0,42000
0,0,-0.7,51.68,9,5,0,6,0,0,0,0,1,0,0,42000
1,0,0.45,52.51,98,8,0,6,0,0,0,0,1,0,0,42000
1,0,0.77,56.51,22,1,0,5,1,0,0,0,1,0,0,42000
1,2,1.35,65.35,97,0,0,6,1,0,0,0,1,0,0,42000
1,0,-0.26,63,8,1,0,6,1,0,0,0,1,0,0,42000
1,2,1.63,65.28,98,2,0,6,1,0,0,0,1,0,0,42000
1,0,1.15,66.2,13,2,0,6,1,1,0,0,1,0,0,42000
1,0,0.66,59.08,5,3,2,4,0,0,1,0,1,0,0,42000
1,0,1.37,62.45,30,2,0,6,1,0,0,1,1,0,0,42000
1,0,0.48,48.6,2,0,0,5,1,0,0,0,0,1,0,42000
0,5,-0.2,55.41,5,1,0,5,1,0,0,0,0,1,0,42000
0,5,0.33,65.62,8,2,0,5,1,0,0,0,0,1,0,42000
0,5,1.04,44.57,5,6,0,2,0,1,0,0,0,1,0,42000
1,0,0.35,64.12,19,1,0,6,0,1,0,0,0,1,0,42000
0,0,1.45,53.3,7,8,0,5,0,0,1,0,0,1,0,42000
1,0,0.05,62.02,98,1,2,6,0,0,1,1,0,1,0,42000
0,0,0.41,28.06,1,2,8,2,0,1,0,0,1,1,0,42000
1,0,0.56,55.67,12,0,5,6,0,0,1,1,1,1,0,42000
0,0,1.29,59.74,11,3,2,4,0,0,0,0,0,0,1,42000
0,0,0.24,57.26,12,2,4,4,1,0,0,0,0,0,1,42000
0,4,-1.07,46.88,12,4,4,3,0,1,0,0,0,0,1,42000
1,6,0.01,65.15,6,1,0,6,0,0,0,1,0,0,1,42000
0,2,-0.82,59.2,14,0,0,6,1,0,0,1,1,0,1,42000
1,5,1.05,58.86,20,2,0,5,0,0,1,0,0,1,1,42000
1,5,-0.99,45.1,6,2,0,2,0,0,0,0,0,0,0,43000
0,0,0.15,55.68,6,4,0,2,0,0,0,0,0,0,0,43000
1,3,0.44,42.59,4,0,2,2,0,0,0,0,0,0,0,43000
0,0,-1.19,48.31,7,6,4,2,0,0,0,0,0,0,0,43000
1,5,-1.94,45.07,3,3,0,3,0,0,0,0,0,0,0,43000
0,0,-0.12,44.98,12,5,0,3,0,0,0,0,0,0,0,43000
0,0,0.46,55.25,10,8,0,3,0,0,0,0,0,0,0,43000
1,3,-0.35,44.54,3,0,0,4,0,0,0,0,0,0,0,43000
1,0,-0.69,69.62,12,2,1,4,0,0,0,0,0,0,0,43000
1,5,0.73,40.37,21,2,4,4,0,0,0,0,0,0,0,43000
1,0,0.57,56.75,10,2,0,5,0,0,0,0,0,0,0,43000
1,0,-0.61,63.07,4,4,0,5,0,0,0,0,0,0,0,43000
1,0,0.74,55.79,10,1,1,5,0,0,0,0,0,0,0,43000
1,0,-0.23,55.63,3,1,2,5,0,0,0,0,0,0,0,43000
1,0,0.39,51.12,97,5,0,3,1,0,0,0,0,0,0,43000
0,2,-1.18,39.24,3,8,0,3,1,0,0,0,0,0,0,43000
1,0,1.01,52.77,10,1,0,4,1,0,0,0,0,0,0,43000
1,5,-0.79,47.51,4,4,0,5,1,0,0,0,0,0,0,43000
1,0,1.02,62.84,3,3,2,5,1,0,0,0,0,0,0,43000
1,2,1.39,59.9,20,0,0,6,1,0,0,0,0,0,0,43000
1,0,0.41,55.61,4,2,0,6,1,0,0,0,0,0,0,43000
0,0,1.15,62.09,17,1,1,6,1,0,0,0,0,0,0,43000
1,0,1.06,60.26,8,5,2,6,1,0,0,0,0,0,0,43000
1,0,-0.06,61.23,12,2,4,6,1,0,0,0,0,0,0,43000
0,0,1.07,72.34,15,4,0,4,0,1,0,0,0,0,0,43000
0,0,0.29,54.37,12,8,2,4,0,1,0,0,0,0,0,43000
1,6,0.6,53.75,6,1,0,5,0,1,0,0,0,0,0,43000
0,0,0.14,58.66,14,3,0,5,0,0,1,0,0,0,0,43000
0,6,0.28,64.64,5,3,0,3,1,1,1,0,0,0,0,43000
1,0,0.9,57.69,13,1,1,6,0,0,0,1,0,0,0,43000
1,0,-0.18,54.58,12,2,0,4,1,0,0,1,0,0,0,43000
0,0,-0.93,46.24,25,3,4,3,1,2,0,1,0,0,0,43000
0,0,1.47,49.91,31,0,4,4,0,0,0,0,1,0,0,43000
0,0,-0.13,62.54,14,1,0,6,0,0,0,0,1,0,0,43000
1,0,1.23,58.48,12,2,2,6,0,0,0,0,1,0,0,43000
0,0,0.55,63.59,98,1,0,6,1,0,0,0,1,0,0,43000
1,0,0.13,64.94,9,0,1,5,0,0,0,1,1,0,0,43000
1,0,-0.76,55.57,6,5,0,5,0,0,0,0,0,1,0,43000
1,0,-0.85,51.52,9,1,0,6,0,0,0,0,0,1,0,43000
1,6,0.8,38.52,9,1,0,5,1,0,0,0,0,1,0,43000
1,0,0.7,64.67,9,1,0,6,1,0,0,0,1,1,0,43000
1,0,0.61,57.49,15,1,4,2,0,0,0,0,0,0,1,43000
1,5,0.05,54.63,97,1,0,5,1,0,0,0,0,0,1,43000
1,0,0.12,49.02,12,3,0,4,1,1,0,0,0,0,1,43000
1,0,1.04,54.96,5,0,1,6,0,0,1,0,0,0,1,43000
0,0,0.32,54.16,19,1,3,5,0,0,0,0,1,0,1,43000
0,2,0.45,50.4,4,6,0,1,0,0,0,0,0,0,0,44000
1,5,-0.32,56.44,15,6,0,3,0,0,0,0,0,0,0,44000
0,4,-1.42,46.36,0,8,0,3,0,0,0,0,0,0,0,44000
0,0,0.13,40.32,18,8,0,3,0,0,0,0,0,0,0,44000
1,6,0.69,50.85,1,2,0,4,0,0,0,0,0,0,0,44000
1,0,-0.52,47.75,12,3,2,4,0,0,0,0,0,0,0,44000
0,0,-0.18,56.02,15,3,2,4,0,0,0,0,0,0,0,44000
0,0,-0.16,43.12,0,2,4,4,0,0,0,0,0,0,0,44000
1,0,0.11,47.22,14,1,5,4,0,0,0,0,0,0,0,44000
1,0,-0.51,53.79,4,2,0,5,0,0,0,0,0,0,0,44000
1,0,1.08,64.54,14,3,0,5,0,0,0,0,0,0,0,44000
0,2,0.65,52.02,9,5,0,5,0,0,0,0,0,0,0,44000
0,0,-0.57,57.71,4,8,0,5,0,0,0,0,0,0,0,44000
0,0,0.49,57.24,6,8,0,5,0,0,0,0,0,0,0,44000
0,0,-1.01,44.79,8,5,1,5,0,0,0,0,0,0,0,44000
0,0,0.07,53.72,13,8,5,5,0,0,0,0,0,0,0,44000
1,0,1.39,63.93,18,0,0,6,0,0,0,0,0,0,0,44000
0,4,-0.72,54.94,3,8,0,6,0,0,0,0,0,0,0,44000
1,0,0.19,56.65,15,4,4,6,0,0,0,0,0,0,0,44000
1,0,0.06,69.54,25,4,0,6,1,0,0,0,0,0,0,44000
0,3,-1.26,37.11,3,2,0,4,0,1,0,0,0,0,0,44000
1,0,0.09,48.54,25,2,3,5,0,2,0,0,0,0,0,44000
1,0,0.39,44.84,10,1,0,5,0,0,1,0,0,0,0,44000
0,0,0.98,73.3,17,2,0,6,1,0,1,0,0,0,0,44000
1,0,1.33,71.69,12,2,0,6,1,1,0,0,1,0,0,44000
1,4,-0.3,60.82,15,1,3,6,0,0,0,1,1,0,0,44000
0,0,1.35,67.23,22,6,0,4,0,0,1,0,1,1,0,44000
0,4,1.33,75.12,25,0,1,6,1,1,0,1,0,1,1,44000
0,4,-0.85,48.44,1,0,0,2,0,0,0,0,0,0,0,45000
1,3,-0.42,48.78,15,4,0,2,0,0,0,0,0,0,0,45000
0,0,-0.27,52.19,2,3,9,2,0,0,0,0,0,0,0,45000
0,0,0.18,49.36,2,1,0,3,0,0,0,0,0,0,0,45000
0,0,0.25,50.46,5,3,0,3,0,0,0,0,0,0,0,45000
1,2,-0.49,52.48,98,0,0,4,0,0,0,0,0,0,0,45000
0,3,1.04,63.66,6,1,0,4,0,0,0,0,0,0,0,45000
0,2,0.44,51.87,4,2,0,4,0,0,0,0,0,0,0,45000
0,0,1.11,38.54,8,3,0,4,0,0,0,0,0,0,0,45000
0,0,-1.19,47.78,5,5,0,4,0,0,0,0,0,0,0,45000
1,0,0.37,57.22,8,5,0,4,0,0,0,0,0,0,0,45000
0,0,-0.09,58.11,8,5,0,4,0,0,0,0,0,0,0,45000
0,0,-0.94,40.21,14,6,0,4,0,0,0,0,0,0,0,45000
0,4,-0.24,44.02,11,8,0,4,0,0,0,0,0,0,0,45000
0,0,1.22,75.95,30,8,0,4,0,0,0,0,0,0,0,45000
0,0,-0.21,35.49,1,3,1,4,0,0,0,0,0,0,0,45000
1,0,-0.03,55.02,3,3,2,4,0,0,0,0,0,0,0,45000
0,0,0.98,61.82,18,8,2,4,0,0,0,0,0,0,0,45000
0,0,-0.05,37.5,2,8,5,4,0,0,0,0,0,0,0,45000
0,0,0.62,68.76,7,0,0,5,0,0,0,0,0,0,0,45000
0,0,-0.5,49.69,1,2,0,5,0,0,0,0,0,0,0,45000
0,0,0.38,59.59,3,3,0,5,0,0,0,0,0,0,0,45000
1,0,0.66,48.1,9,3,0,5,0,0,0,0,0,0,0,45000
0,0,1.05,65.51,10,3,0,5,0,0,0,0,0,0,0,45000
1,0,-0.73,60.37,11,3,0,5,0,0,0,0,0,0,0,45000
1,2,-1.26,61.14,16,3,0,5,0,0,0,0,0,0,0,45000
1,0,0.7,53.63,7,4,0,5,0,0,0,0,0,0,0,45000
1,0,0.84,52.48,32,1,1,5,0,0,0,0,0,0,0,45000
1,0,0.43,53.66,18,2,3,5,0,0,0,0,0,0,0,45000
1,2,0.41,62.65,9,3,3,5,0,0,0,0,0,0,0,45000
1,0,0.27,60.37,2,1,4,5,0,0,0,0,0,0,0,45000
1,0,0.12,52.99,23,1,4,5,0,0,0,0,0,0,0,45000
0,0,0.2,39.48,3,8,4,5,0,0,0,0,0,0,0,45000
1,0,-0.58,53.94,7,4,5,5,0,0,0,0,0,0,0,45000
0,0,-1,49.98,17,4,6,5,0,0,0,0,0,0,0,45000
1,3,-1.02,40.04,9,5,6,5,0,0,0,0,0,0,0,45000
0,0,0.99,58.2,15,3,0,6,0,0,0,0,0,0,0,45000
0,6,0.7,45.31,16,3,0,6,0,0,0,0,0,0,0,45000
1,0,0.64,56.57,8,2,1,6,0,0,0,0,0,0,0,45000
1,0,-0.71,67.02,15,8,2,6,0,0,0,0,0,0,0,45000
0,0,-0.1,54.54,7,3,3,6,0,0,0,0,0,0,0,45000
1,0,1.56,56.28,11,3,3,6,0,0,0,0,0,0,0,45000
0,0,-0.13,58.95,98,8,3,6,0,0,0,0,0,0,0,45000
0,4,-0.99,36.17,98,8,0,1,1,0,0,0,0,0,0,45000
1,0,1.46,51.89,14,1,0,4,1,0,0,0,0,0,0,45000
0,0,0.79,59.25,12,3,0,4,1,0,0,0,0,0,0,45000
0,0,1.04,58.34,15,4,0,4,1,0,0,0,0,0,0,45000
1,0,1.68,45.78,4,2,1,4,1,0,0,0,0,0,0,45000
0,0,-0.06,34.88,7,2,6,4,1,0,0,0,0,0,0,45000
1,5,0.74,63.55,7,2,0,5,1,0,0,0,0,0,0,45000
0,0,1.15,68.18,15,3,0,5,1,0,0,0,0,0,0,45000
1,0,0.37,51.62,1,1,1,5,1,0,0,0,0,0,0,45000
1,0,1.72,68.05,7,1,2,5,1,0,0,0,0,0,0,45000
1,0,-0.08,63.8,7,4,2,5,1,0,0,0,0,0,0,45000
1,2,1.69,62.55,20,0,0,6,1,0,0,0,0,0,0,45000
1,0,0.3,61.81,26,0,1,6,1,0,0,0,0,0,0,45000
0,0,0.77,66.92,10,1,2,6,1,0,0,0,0,0,0,45000
1,0,-0.58,59.74,4,2,4,6,1,0,0,0,0,0,0,45000
1,0,0.94,43.21,18,1,1,2,0,1,0,0,0,0,0,45000
1,0,0.76,60.1,12,2,0,4,0,1,0,0,0,0,0,45000
1,0,0.75,52.81,24,2,0,4,0,1,0,0,0,0,0,45000
0,5,0.94,59.69,21,5,0,4,0,1,0,0,0,0,0,45000
0,0,0.54,76.8,11,8,2,5,0,1,0,0,0,0,0,45000
0,0,0.39,60.53,25,4,3,5,0,1,0,0,0,0,0,45000
0,0,0.27,57.51,3,5,3,5,0,1,0,0,0,0,0,45000
1,0,0.44,54.67,15,2,0,6,0,1,0,0,0,0,0,45000
0,0,0.83,69.31,2,7,0,6,0,1,0,0,0,0,0,45000
0,0,1.05,57.37,6,2,2,6,0,1,0,0,0,0,0,45000
0,0,1.32,63.74,4,4,8,6,0,1,0,0,0,0,0,45000
0,0,-0.31,49.26,5,6,0,2,1,1,0,0,0,0,0,45000
0,5,0.43,43.27,1,2,2,2,1,1,0,0,0,0,0,45000
0,2,0.41,58.4,8,3,0,5,1,1,0,0,0,0,0,45000
0,0,1.8,74.81,10,1,0,6,1,1,0,0,0,0,0,45000
1,0,0.42,63,16,3,0,6,1,1,0,0,0,0,0,45000
0,4,0.16,49.38,12,6,0,3,0,2,0,0,0,0,0,45000
0,5,0.37,51.38,5,2,4,3,0,2,0,0,0,0,0,45000
1,0,-0.21,46.87,20,2,0,5,0,2,0,0,0,0,0,45000
1,0,-0.33,59.06,12,5,0,5,0,2,0,0,0,0,0,45000
0,2,-0.44,64.03,5,2,0,6,0,2,0,0,0,0,0,45000
0,5,-0.67,45.56,10,5,0,6,0,2,0,0,0,0,0,45000
0,3,-1.19,38.96,8,4,0,1,1,2,0,0,0,0,0,45000
0,4,-1,44.53,3,8,1,3,1,2,0,0,0,0,0,45000
1,0,0.78,54.52,1,2,0,3,0,0,1,0,0,0,0,45000
0,0,0.41,51.72,2,1,0,4,0,0,1,0,0,0,0,45000
0,2,1.09,52.56,17,6,4,4,0,0,1,0,0,0,0,45000
0,0,0.49,49.42,2,7,0,6,0,0,1,0,0,0,0,45000
1,0,0.29,62.01,15,6,2,6,1,0,1,0,0,0,0,45000
1,0,0.23,56.99,9,1,1,5,1,1,1,0,0,0,0,45000
1,6,-0.43,55.13,14,0,0,6,1,1,1,0,0,0,0,45000
0,0,-0.43,59.19,3,2,2,4,0,0,0,1,0,0,0,45000
1,0,0.45,62.08,24,5,5,5,0,0,0,1,0,0,0,45000
0,0,0.58,59.82,20,2,0,5,1,0,0,1,0,0,0,45000
1,0,0.27,52.49,14,4,2,5,1,0,0,1,0,0,0,45000
0,3,0.44,47.37,4,5,0,5,0,1,0,1,0,0,0,45000
1,0,0.36,58.1,98,1,0,6,0,1,0,1,0,0,0,45000
1,0,1.82,60.23,11,1,0,5,1,1,0,1,0,0,0,45000
0,6,0.54,54.08,10,4,1,5,0,0,1,1,0,0,0,45000
0,0,0.63,64.29,6,4,4,4,0,0,0,0,1,0,0,45000
0,0,1.63,68.88,10,1,0,5,0,0,0,0,1,0,0,45000
0,5,0.17,60.62,8,6,0,5,0,0,0,0,1,0,0,45000
0,0,0.96,55.95,9,1,0,6,0,0,0,0,1,0,0,45000
1,0,1.12,55.62,13,5,0,6,0,0,0,0,1,0,0,45000
0,0,-1.07,58.58,4,6,1,6,0,0,0,0,1,0,0,45000
1,0,0.98,60.84,3,8,1,6,0,0,0,0,1,0,0,45000
0,3,0.98,55.19,2,1,0,5,1,0,0,0,1,0,0,45000
1,0,0.45,53.73,5,2,0,5,1,0,0,0,1,0,0,45000
1,4,1.22,50.79,98,3,0,5,1,0,0,0,1,0,0,45000
0,2,1.19,48.12,24,2,0,6,1,0,0,0,1,0,0,45000
0,2,0.94,65.19,4,1,0,6,0,1,0,0,1,0,0,45000
0,0,1.45,57.93,18,8,0,4,1,1,0,0,1,0,0,45000
1,4,-0.45,41.93,7,1,0,5,0,0,1,0,1,0,0,45000
1,0,1.38,46.91,10,3,0,6,0,0,1,0,1,0,0,45000
1,2,-0.24,62.11,25,3,0,6,1,0,1,0,1,0,0,45000
0,0,0.69,58.13,11,2,1,6,0,0,0,1,1,0,0,45000
1,0,0.53,59.91,10,4,0,5,1,0,1,1,1,0,0,45000
0,0,0.91,71.33,8,2,0,5,0,0,0,0,0,1,0,45000
1,0,0.32,63.38,5,1,0,6,0,0,0,0,0,1,0,45000
0,0,-0.19,60.47,7,3,1,5,0,1,0,0,0,1,0,45000
1,0,1.39,60.53,9,1,2,3,0,2,0,0,0,1,0,45000
1,0,0.1,51.58,21,1,0,3,1,2,0,0,0,1,0,45000
0,0,0.18,58.31,7,8,0,3,0,0,1,0,0,1,0,45000
1,0,0.66,53.38,18,1,1,3,1,0,1,0,0,1,0,45000
0,0,1.13,52.95,15,5,0,5,1,0,1,0,0,1,0,45000
1,0,1.44,59.24,10,8,0,6,0,2,1,0,0,1,0,45000
1,5,1.31,70.53,3,0,2,5,0,0,0,1,0,1,0,45000
1,0,0.51,54.84,18,8,1,5,1,0,0,1,0,1,0,45000
1,0,0.62,56.72,9,1,0,5,0,1,0,1,0,1,0,45000
0,3,1.02,52.56,15,3,0,4,1,2,0,1,0,1,0,45000
1,0,-0.49,41.41,5,3,0,5,0,0,1,1,0,1,0,45000
1,0,-0.04,56.3,97,0,0,5,0,0,0,0,1,1,0,45000
1,0,1.37,61.95,15,0,1,5,1,0,0,0,1,1,0,45000
1,0,0.87,61.94,6,1,0,6,1,0,0,0,1,1,0,45000
1,0,1.19,71.3,13,2,2,6,0,0,1,0,1,1,0,45000
1,3,0.98,51.43,7,3,0,6,0,0,1,1,1,1,0,45000
0,0,0.43,51.27,27,4,0,4,0,0,0,0,0,0,1,45000
0,2,-1.17,56.97,5,5,0,6,0,0,0,0,0,0,1,45000
0,0,-0.31,48.76,2,3,0,3,0,1,0,0,0,0,1,45000
0,0,-0.03,38.12,2,2,8,3,0,1,0,0,0,0,1,45000
1,0,0.72,63.14,15,0,1,5,0,0,0,1,1,0,1,45000
0,0,-0.88,51.17,17,3,5,1,0,0,0,0,0,0,0,46000
0,0,0.31,53.42,15,1,7,3,0,0,0,0,0,0,0,46000
0,2,-0.38,57.53,6,7,3,4,0,0,0,0,0,0,0,46000
1,2,-0.4,54.06,10,5,4,4,0,0,0,0,0,0,0,46000
0,0,0.62,61.23,6,1,0,5,0,0,0,0,0,0,0,46000
1,2,0.64,59.16,7,2,0,5,0,0,0,0,0,0,0,46000
1,0,1.22,68.47,10,2,2,5,0,0,0,0,0,0,0,46000
1,0,0.34,61.36,11,1,0,6,0,0,0,0,0,0,0,46000
1,5,-0.04,58.42,16,3,0,6,0,0,0,0,0,0,0,46000
1,2,-0.85,54.82,10,4,0,6,0,0,0,0,0,0,0,46000
1,0,0.98,48.93,15,4,0,6,0,0,0,0,0,0,0,46000
0,3,-1.34,44.9,3,4,2,2,1,0,0,0,0,0,0,46000
1,3,0.49,60.53,4,3,0,4,1,0,0,0,0,0,0,46000
1,6,0.37,45.21,5,2,0,5,1,0,0,0,0,0,0,46000
1,0,0.96,58.82,7,8,0,5,1,0,0,0,0,0,0,46000
1,2,-0.97,59.49,5,3,1,5,1,0,0,0,0,0,0,46000
1,4,0.48,68.43,25,1,0,6,1,0,0,0,0,0,0,46000
1,0,0.88,62.65,12,4,2,6,1,0,0,0,0,0,0,46000
0,5,-0.07,58.45,4,8,0,3,0,1,0,0,0,0,0,46000
0,0,0.84,48.92,14,8,0,3,0,1,0,0,0,0,0,46000
0,3,0.46,37.02,0,8,1,4,0,1,0,0,0,0,0,46000
0,0,-0.08,46.83,6,2,3,4,0,1,0,0,0,0,0,46000
0,0,0.03,40.61,30,7,2,2,1,1,0,0,0,0,0,46000
0,0,1.8,52.4,98,2,8,3,1,1,0,0,0,0,0,46000
0,2,1.37,66.14,10,1,0,5,1,1,0,0,0,0,0,46000
1,2,-0.22,53.33,15,1,0,6,1,1,0,0,0,0,0,46000
1,0,1.15,60.45,15,2,0,6,1,1,0,0,0,0,0,46000
0,0,0.62,47.91,3,5,0,6,0,0,1,0,0,0,0,46000
0,3,0.4,54.3,7,3,1,6,0,1,1,0,0,0,0,46000
0,0,0.17,52.7,8,6,2,6,0,1,1,0,0,0,0,46000
1,0,-0.78,59.14,9,1,4,6,1,0,0,1,0,0,0,46000
0,2,0.26,49.5,16,7,0,5,0,1,1,1,0,0,0,46000
1,0,0.82,61.45,16,1,1,4,0,0,0,0,1,0,0,46000
