gender,race,ses,test,homework,tv_games,work,grades,service,sports,music,student_gov,honor,journalism,vocation,income2011
1,5,0.73,47.12,6,3,0,0,0,0,0,0,0,0,0,0
0,0,-0.26,44.62,5,7,0,0,0,0,0,0,0,0,0,0
1,0,-0.57,37.72,99,0,0,1,0,0,0,0,0,0,0,0
1,0,0.57,46.07,2,3,0,1,0,0,0,0,0,0,0,0
1,4,-0.5,36.66,3,3,0,1,0,0,0,0,0,0,0,0
0,2,-0.61,46.74,4,3,0,1,0,0,0,0,0,0,0,0
1,3,-1.01,36.29,9,5,0,1,0,0,0,0,0,0,0,0
1,0,-0.57,39.26,2,8,0,1,0,0,0,0,0,0,0,0
1,0,-1.07,33.88,1,0,0,2,0,0,0,0,0,0,0,0
1,4,-1.23,34.83,1,0,0,2,0,0,0,0,0,0,0,0
1,2,-1.12,37.8,6,0,0,2,0,0,0,0,0,0,0,0
1,0,0.07,37.02,7,1,0,2,0,0,0,0,0,0,0,0
0,3,-0.49,48.27,98,1,0,2,0,0,0,0,0,0,0,0
0,0,-0.4,47.37,0,2,0,2,0,0,0,0,0,0,0,0
1,2,-0.34,38.19,3,2,0,2,0,0,0,0,0,0,0,0
0,4,-0.63,46.06,10,2,0,2,0,0,0,0,0,0,0,0
1,0,0.91,55.78,12,2,0,2,0,0,0,0,0,0,0,0
1,3,-0.52,35.57,2,3,0,2,0,0,0,0,0,0,0,0
0,4,-0.06,49.79,10,3,0,2,0,0,0,0,0,0,0,0
1,6,0.41,45.16,97,3,0,2,0,0,0,0,0,0,0,0
0,5,-0.95,44.98,1,4,0,2,0,0,0,0,0,0,0,0
0,5,-0.45,30.79,3,4,0,2,0,0,0,0,0,0,0,0
1,0,-0.5,42.04,3,4,0,2,0,0,0,0,0,0,0,0
0,0,0.11,54.95,4,4,0,2,0,0,0,0,0,0,0,0
1,5,-0.21,49.03,6,4,0,2,0,0,0,0,0,0,0,0
1,0,-0.93,54.9,12,4,0,2,0,0,0,0,0,0,0,0
0,4,-1.04,61,4,5,0,2,0,0,0,0,0,0,0,0
1,3,-0.33,34.89,6,5,0,2,0,0,0,0,0,0,0,0
1,2,0.07,45.82,7,5,0,2,0,0,0,0,0,0,0,0
0,5,-0.47,36.32,0,6,0,2,0,0,0,0,0,0,0,0
1,0,-0.39,51.07,3,6,0,2,0,0,0,0,0,0,0,0
0,0,-0.69,45.39,9,7,0,2,0,0,0,0,0,0,0,0
0,3,0.67,37.67,3,8,0,2,0,0,0,0,0,0,0,0
1,5,-0.86,33.73,8,8,0,2,0,0,0,0,0,0,0,0
0,5,-0.36,38.39,17,8,0,2,0,0,0,0,0,0,0,0
0,0,-0.62,52.44,25,8,0,2,0,0,0,0,0,0,0,0
0,0,-0.14,40.41,99,8,0,2,0,0,0,0,0,0,0,0
1,5,0.22,49.28,6,2,1,2,0,0,0,0,0,0,0,0
1,0,-0.53,43.58,0,4,1,2,0,0,0,0,0,0,0,0
1,3,-0.64,31.53,4,8,1,2,0,0,0,0,0,0,0,0
0,3,-1.01,36.87,5,1,2,2,0,0,0,0,0,0,0,0
1,0,0.32,37.56,2,5,2,2,0,0,0,0,0,0,0,0
1,4,-0.83,43.03,6,1,4,2,0,0,0,0,0,0,0,0
1,0,0.45,52.48,24,1,4,2,0,0,0,0,0,0,0,0
0,0,-1.17,39.8,2,4,4,2,0,0,0,0,0,0,0,0
1,6,-0.82,44.81,3,5,4,2,0,0,0,0,0,0,0,0
1,2,0.59,39.77,3,0,0,3,0,0,0,0,0,0,0,0
1,3,-0.92,39.81,3,0,0,3,0,0,0,0,0,0,0,0
0,2,-0.83,44.24,4,0,0,3,0,0,0,0,0,0,0,0
1,5,-0.32,47.23,4,0,0,3,0,0,0,0,0,0,0,0
1,5,0.16,46.2,5,0,0,3,0,0,0,0,0,0,0,0
0,6,-0.09,52.68,6,0,0,3,0,0,0,0,0,0,0,0
0,0,1.45,56.11,9,0,0,3,0,0,0,0,0,0,0,0
1,0,-0.31,45.95,10,0,0,3,0,0,0,0,0,0,0,0
1,4,0.52,40.06,11,0,0,3,0,0,0,0,0,0,0,0
0,2,1.26,57.99,15,0,0,3,0,0,0,0,0,0,0,0
1,0,-1.13,45.08,2,1,0,3,0,0,0,0,0,0,0,0
1,2,0.64,46.67,4,1,0,3,0,0,0,0,0,0,0,0
0,2,-0.59,47.72,4,1,0,3,0,0,0,0,0,0,0,0
0,2,-1.33,51.52,5,1,0,3,0,0,0,0,0,0,0,0
1,3,-0.77,41.24,4,2,0,3,0,0,0,0,0,0,0,0
1,0,-0.93,32.8,5,2,0,3,0,0,0,0,0,0,0,0
0,2,-0.18,47.84,5,2,0,3,0,0,0,0,0,0,0,0
0,0,-0.99,51.96,6,2,0,3,0,0,0,0,0,0,0,0
0,0,-0.93,38.53,10,2,0,3,0,0,0,0,0,0,0,0
0,0,1.37,62.08,15,2,0,3,0,0,0,0,0,0,0,0
1,0,-0.35,42.52,98,2,0,3,0,0,0,0,0,0,0,0
1,2,-0.53,42.04,2,3,0,3,0,0,0,0,0,0,0,0
0,0,1.07,45.46,2,3,0,3,0,0,0,0,0,0,0,0
0,0,-0.51,33.35,3,3,0,3,0,0,0,0,0,0,0,0
1,0,-1,57.06,3,3,0,3,0,0,0,0,0,0,0,0
1,6,-0.42,32.37,4,3,0,3,0,0,0,0,0,0,0,0
1,5,-0.67,52.47,4,3,0,3,0,0,0,0,0,0,0,0
1,3,-0.43,39.47,6,3,0,3,0,0,0,0,0,0,0,0
0,0,0.34,49.01,8,3,0,3,0,0,0,0,0,0,0,0
1,2,-0.33,59.42,98,3,0,3,0,0,0,0,0,0,0,0
0,5,0.19,43.89,1,4,0,3,0,0,0,0,0,0,0,0
1,0,-1.41,35.19,3,4,0,3,0,0,0,0,0,0,0,0
1,4,-0.25,40.43,3,4,0,3,0,0,0,0,0,0,0,0
1,6,0.98,49.69,3,4,0,3,0,0,0,0,0,0,0,0
1,4,-0.69,39.21,5,4,0,3,0,0,0,0,0,0,0,0
0,0,1.15,53.85,6,4,0,3,0,0,0,0,0,0,0,0
0,4,-0.45,30.55,1,5,0,3,0,0,0,0,0,0,0,0
1,0,-0.58,48.91,1,5,0,3,0,0,0,0,0,0,0,0
0,2,-1.12,42.52,3,5,0,3,0,0,0,0,0,0,0,0
1,0,-0.57,34.43,5,5,0,3,0,0,0,0,0,0,0,0
1,4,-0.26,40.53,10,5,0,3,0,0,0,0,0,0,0,0
1,3,-0.94,38.24,11,5,0,3,0,0,0,0,0,0,0,0
1,0,-0.09,52.17,13,5,0,3,0,0,0,0,0,0,0,0
1,0,0,44.67,15,5,0,3,0,0,0,0,0,0,0,0
0,4,1.3,54.07,1,6,0,3,0,0,0,0,0,0,0,0
0,2,-1.53,43.36,8,6,0,3,0,0,0,0,0,0,0,0
1,0,0.16,46.71,10,6,0,3,0,0,0,0,0,0,0,0
0,3,-0.6,43.14,3,8,0,3,0,0,0,0,0,0,0,0
1,4,0.05,42.95,4,8,0,3,0,0,0,0,0,0,0,0
0,5,-0.95,35.21,5,8,0,3,0,0,0,0,0,0,0,0
0,3,-0.37,54.54,5,8,0,3,0,0,0,0,0,0,0,0
0,0,0.14,53.71,7,8,0,3,0,0,0,0,0,0,0,0
0,5,0.81,57.68,7,8,0,3,0,0,0,0,0,0,0,0
1,0,-0.32,39.36,8,8,0,3,0,0,0,0,0,0,0,0
0,3,-0.49,45.42,8,8,0,3,0,0,0,0,0,0,0,0
0,0,0.87,50.14,11,8,0,3,0,0,0,0,0,0,0,0
1,4,-1.09,34.63,13,8,0,3,0,0,0,0,0,0,0,0
1,3,-0.6,41.6,4,4,1,3,0,0,0,0,0,0,0,0
1,0,0.98,44.19,4,5,1,3,0,0,0,0,0,0,0,0
1,3,-0.74,32.33,9,5,1,3,0,0,0,0,0,0,0,0
1,5,-1.22,29.27,5,6,1,3,0,0,0,0,0,0,0,0
1,3,-0.35,54.38,3,8,1,3,0,0,0,0,0,0,0,0
1,0,0.23,53.64,10,0,2,3,0,0,0,0,0,0,0,0
1,0,0.79,47,6,4,2,3,0,0,0,0,0,0,0,0
1,5,-0.3,54.43,1,5,2,3,0,0,0,0,0,0,0,0
1,0,-0.38,42.03,3,5,2,3,0,0,0,0,0,0,0,0
1,0,-1.09,55.16,22,5,2,3,0,0,0,0,0,0,0,0
1,0,-0.93,38.57,10,8,2,3,0,0,0,0,0,0,0,0
1,0,-1.28,46.29,13,8,2,3,0,0,0,0,0,0,0,0
1,0,0.23,53.2,2,1,3,3,0,0,0,0,0,0,0,0
1,0,-0.36,48.89,9,3,4,3,0,0,0,0,0,0,0,0
0,4,-0.53,44.99,40,5,4,3,0,0,0,0,0,0,0,0
0,2,0.13,45.83,4,8,4,3,0,0,0,0,0,0,0,0
0,0,-0.31,40.55,5,3,5,3,0,0,0,0,0,0,0,0
1,0,-0.68,55.59,15,3,5,3,0,0,0,0,0,0,0,0
0,0,-0.06,51.1,2,2,7,3,0,0,0,0,0,0,0,0
1,2,-0.35,49.24,4,0,0,4,0,0,0,0,0,0,0,0
0,0,-1,54.15,7,0,0,4,0,0,0,0,0,0,0,0
1,0,0.01,37.8,3,1,0,4,0,0,0,0,0,0,0,0
1,0,-0.65,48.36,5,1,0,4,0,0,0,0,0,0,0,0
1,0,-1.37,52.02,7,1,0,4,0,0,0,0,0,0,0,0
1,0,-0.19,39.47,9,1,0,4,0,0,0,0,0,0,0,0
1,0,-0.8,48.44,9,1,0,4,0,0,0,0,0,0,0,0
1,0,0.19,50.78,3,2,0,4,0,0,0,0,0,0,0,0
1,0,-0.33,60.4,3,2,0,4,0,0,0,0,0,0,0,0
1,0,-1.28,46.96,4,2,0,4,0,0,0,0,0,0,0,0
0,5,0.65,57.37,4,2,0,4,0,0,0,0,0,0,0,0
1,0,-0.05,46.7,5,2,0,4,0,0,0,0,0,0,0,0
1,0,0.27,36.16,6,2,0,4,0,0,0,0,0,0,0,0
1,2,-0.27,30.99,7,2,0,4,0,0,0,0,0,0,0,0
0,2,-0.33,35.32,7,2,0,4,0,0,0,0,0,0,0,0
1,0,0.66,47.08,7,2,0,4,0,0,0,0,0,0,0,0
0,0,1.08,47.53,7,2,0,4,0,0,0,0,0,0,0,0
1,0,0.26,56.09,10,2,0,4,0,0,0,0,0,0,0,0
0,2,0.29,65.92,26,2,0,4,0,0,0,0,0,0,0,0
1,0,-0.79,45.03,98,2,0,4,0,0,0,0,0,0,0,0
0,0,-1.27,31.56,2,3,0,4,0,0,0,0,0,0,0,0
1,2,-1.04,35.29,2,3,0,4,0,0,0,0,0,0,0,0
1,3,-1.31,47.12,6,3,0,4,0,0,0,0,0,0,0,0
1,0,-0.56,59.31,6,3,0,4,0,0,0,0,0,0,0,0
0,5,0.21,57.38,13,3,0,4,0,0,0,0,0,0,0,0
1,4,-0.28,57.08,20,3,0,4,0,0,0,0,0,0,0,0
1,4,-0.03,49.04,23,3,0,4,0,0,0,0,0,0,0,0
1,3,-0.92,47.24,35,3,0,4,0,0,0,0,0,0,0,0
1,4,-0.52,48.81,98,3,0,4,0,0,0,0,0,0,0,0
1,6,-0.86,40.88,2,4,0,4,0,0,0,0,0,0,0,0
1,0,1.15,43.14,4,4,0,4,0,0,0,0,0,0,0,0
1,5,0.3,55.22,4,4,0,4,0,0,0,0,0,0,0,0
1,0,0.69,56.42,4,4,0,4,0,0,0,0,0,0,0,0
1,0,-0.35,40.66,7,4,0,4,0,0,0,0,0,0,0,0
0,0,0.89,64.95,8,4,0,4,0,0,0,0,0,0,0,0
0,2,1.06,58.32,11,4,0,4,0,0,0,0,0,0,0,0
0,0,0.57,61.07,3,5,0,4,0,0,0,0,0,0,0,0
1,0,0.29,55.26,7,5,0,4,0,0,0,0,0,0,0,0
1,0,-0.46,47.02,14,5,0,4,0,0,0,0,0,0,0,0
1,0,-0.1,43.97,99,5,0,4,0,0,0,0,0,0,0,0
1,5,-0.47,44.39,6,6,0,4,0,0,0,0,0,0,0,0
1,3,-0.32,43.44,1,8,0,4,0,0,0,0,0,0,0,0
0,2,-0.1,34.31,3,8,0,4,0,0,0,0,0,0,0,0
0,0,-0.24,29.91,4,8,0,4,0,0,0,0,0,0,0,0
1,0,-0.79,45.7,7,8,0,4,0,0,0,0,0,0,0,0
1,0,0.32,49.94,2,2,1,4,0,0,0,0,0,0,0,0
0,0,0.86,63.5,3,3,1,4,0,0,0,0,0,0,0,0
0,2,0.12,31.34,6,8,1,4,0,0,0,0,0,0,0,0
1,0,-0.59,31.62,2,2,2,4,0,0,0,0,0,0,0,0
1,5,0.12,48.38,7,2,2,4,0,0,0,0,0,0,0,0
1,0,1.05,52.81,1,3,2,4,0,0,0,0,0,0,0,0
1,0,-0.1,38.57,3,8,2,4,0,0,0,0,0,0,0,0
1,5,1.39,63.39,13,8,2,4,0,0,0,0,0,0,0,0
0,3,0.07,56.57,2,0,3,4,0,0,0,0,0,0,0,0
1,3,1,44.94,2,3,3,4,0,0,0,0,0,0,0,0
1,0,0.09,52.78,10,3,3,4,0,0,0,0,0,0,0,0
1,6,-0.29,46.57,10,4,3,4,0,0,0,0,0,0,0,0
1,0,-0.06,50.94,17,5,3,4,0,0,0,0,0,0,0,0
1,0,0.54,54.9,98,0,4,4,0,0,0,0,0,0,0,0
1,0,-0.06,57.66,19,1,4,4,0,0,0,0,0,0,0,0
1,0,-0.54,50.95,20,1,4,4,0,0,0,0,0,0,0,0
0,0,-0.31,42.74,2,2,4,4,0,0,0,0,0,0,0,0
1,0,0.31,52.25,2,2,4,4,0,0,0,0,0,0,0,0
0,0,-0.56,64.52,10,3,4,4,0,0,0,0,0,0,0,0
0,0,-0.48,41.25,0,4,4,4,0,0,0,0,0,0,0,0
1,0,0.04,47.32,31,1,5,4,0,0,0,0,0,0,0,0
1,0,0.79,51.32,3,2,5,4,0,0,0,0,0,0,0,0
1,6,-0.5,47.34,28,3,5,4,0,0,0,0,0,0,0,0
1,0,-0.76,63.48,4,6,5,4,0,0,0,0,0,0,0,0
0,5,0.06,56.75,5,8,5,4,0,0,0,0,0,0,0,0
0,3,-0.11,42.26,9,8,5,4,0,0,0,0,0,0,0,0
0,0,0.25,42.38,98,1,6,4,0,0,0,0,0,0,0,0
1,0,-1.24,45.45,27,3,6,4,0,0,0,0,0,0,0,0
1,0,0.46,46.87,15,6,7,4,0,0,0,0,0,0,0,0
1,2,-0.9,41.12,3,0,0,5,0,0,0,0,0,0,0,0
1,6,0.15,56.05,7,0,0,5,0,0,0,0,0,0,0,0
1,4,-0.6,71.75,18,0,0,5,0,0,0,0,0,0,0,0
1,0,0.49,45.96,2,1,0,5,0,0,0,0,0,0,0,0
0,0,0.89,50.76,2,1,0,5,0,0,0,0,0,0,0,0
0,3,0.14,47.25,4,1,0,5,0,0,0,0,0,0,0,0
0,0,0.79,67.7,5,1,0,5,0,0,0,0,0,0,0,0
0,6,0.79,60.2,6,1,0,5,0,0,0,0,0,0,0,0
0,2,0.89,57.01,7,1,0,5,0,0,0,0,0,0,0,0
1,0,0.43,61.81,20,1,0,5,0,0,0,0,0,0,0,0
1,0,-0.49,52.97,3,2,0,5,0,0,0,0,0,0,0,0
1,0,0.29,54.7,8,2,0,5,0,0,0,0,0,0,0,0
1,3,0.55,46.9,9,2,0,5,0,0,0,0,0,0,0,0
1,6,0.34,58.44,10,2,0,5,0,0,0,0,0,0,0,0
0,0,-0.06,59.35,20,2,0,5,0,0,0,0,0,0,0,0
1,3,-0.64,59.42,3,3,0,5,0,0,0,0,0,0,0,0
0,0,0.8,69.8,4,3,0,5,0,0,0,0,0,0,0,0
0,0,0.27,55.54,10,3,0,5,0,0,0,0,0,0,0,0
1,4,-0.47,48.57,11,3,0,5,0,0,0,0,0,0,0,0
0,2,-0.22,71.69,13,3,0,5,0,0,0,0,0,0,0,0
1,2,0.47,64.97,20,3,0,5,0,0,0,0,0,0,0,0
1,5,-0.29,43.57,23,3,0,5,0,0,0,0,0,0,0,0
1,4,0.2,55.94,97,3,0,5,0,0,0,0,0,0,0,0
1,3,-0.81,37.98,2,4,0,5,0,0,0,0,0,0,0,0
1,0,0.29,42.14,2,4,0,5,0,0,0,0,0,0,0,0
0,0,1.12,68.3,8,4,0,5,0,0,0,0,0,0,0,0
0,0,1.58,54.75,10,4,0,5,0,0,0,0,0,0,0,0
0,6,1.22,68.77,10,4,0,5,0,0,0,0,0,0,0,0
0,2,0.02,55.61,11,4,0,5,0,0,0,0,0,0,0,0
0,0,0.2,57.86,12,4,0,5,0,0,0,0,0,0,0,0
0,0,-0.07,44.33,16,4,0,5,0,0,0,0,0,0,0,0
1,2,-0.43,58.23,17,4,0,5,0,0,0,0,0,0,0,0
0,2,-0.54,49.2,97,4,0,5,0,0,0,0,0,0,0,0
0,6,1.26,71.95,1,5,0,5,0,0,0,0,0,0,0,0
0,5,-0.32,53.64,2,5,0,5,0,0,0,0,0,0,0,0
1,4,-0.47,40.43,3,5,0,5,0,0,0,0,0,0,0,0
0,2,0.17,45.66,5,5,0,5,0,0,0,0,0,0,0,0
1,0,0.61,54.72,10,5,0,5,0,0,0,0,0,0,0,0
1,2,-0.07,49.13,15,5,0,5,0,0,0,0,0,0,0,0
1,5,-1.43,45.96,98,5,0,5,0,0,0,0,0,0,0,0
0,0,-0.57,48.55,3,6,0,5,0,0,0,0,0,0,0,0
0,0,1.24,66.25,12,6,0,5,0,0,0,0,0,0,0,0
0,5,0.16,49.12,6,7,0,5,0,0,0,0,0,0,0,0
0,0,1.37,60.63,22,7,0,5,0,0,0,0,0,0,0,0
0,0,0.16,56.73,3,8,0,5,0,0,0,0,0,0,0,0
1,0,-0.26,41.84,4,8,0,5,0,0,0,0,0,0,0,0
1,0,-0.24,53.38,7,8,0,5,0,0,0,0,0,0,0,0
0,0,0.1,50.62,9,8,0,5,0,0,0,0,0,0,0,0
1,0,0.17,43.22,15,8,0,5,0,0,0,0,0,0,0,0
0,0,0.25,49.54,15,8,0,5,0,0,0,0,0,0,0,0
0,3,1.18,55.79,16,8,0,5,0,0,0,0,0,0,0,0
0,0,-0.01,56.97,17,8,0,5,0,0,0,0,0,0,0,0
0,0,0.03,65.98,5,4,1,5,0,0,0,0,0,0,0,0
1,0,0.76,67.96,10,4,1,5,0,0,0,0,0,0,0,0
1,0,-0.59,59.71,9,1,2,5,0,0,0,0,0,0,0,0
0,0,0,57.03,1,3,2,5,0,0,0,0,0,0,0,0
0,0,0.2,59.88,11,3,2,5,0,0,0,0,0,0,0,0
0,0,0,54.14,35,4,2,5,0,0,0,0,0,0,0,0
0,0,0.85,66.93,14,5,2,5,0,0,0,0,0,0,0,0
0,0,0.48,60.19,3,8,2,5,0,0,0,0,0,0,0,0
1,0,1.09,52.32,14,1,3,5,0,0,0,0,0,0,0,0
1,2,-1.34,40.03,16,2,3,5,0,0,0,0,0,0,0,0
1,0,0.49,51.46,4,3,3,5,0,0,0,0,0,0,0,0
0,0,0.45,30.27,21,8,3,5,0,0,0,0,0,0,0,0
0,0,0.07,58.82,10,0,4,5,0,0,0,0,0,0,0,0
1,0,0.96,59.03,7,1,4,5,0,0,0,0,0,0,0,0
1,0,0.15,67.8,30,1,4,5,0,0,0,0,0,0,0,0
1,6,-0.03,62.76,5,2,5,5,0,0,0,0,0,0,0,0
1,0,-0.56,47.66,3,4,5,5,0,0,0,0,0,0,0,0
1,0,0.6,57.27,10,1,7,5,0,0,0,0,0,0,0,0
1,0,-0.69,49.84,9,0,8,5,0,0,0,0,0,0,0,0
1,2,0.56,47.67,5,0,0,6,0,0,0,0,0,0,0,0
0,0,1.13,61.4,15,0,0,6,0,0,0,0,0,0,0,0
0,2,0.91,69.6,17,0,0,6,0,0,0,0,0,0,0,0
0,2,0.13,70.88,24,0,0,6,0,0,0,0,0,0,0,0
0,0,0.91,68.72,9,1,0,6,0,0,0,0,0,0,0,0
1,0,1.29,65.55,10,1,0,6,0,0,0,0,0,0,0,0
1,0,0.66,65.65,10,1,0,6,0,0,0,0,0,0,0,0
1,0,1.31,66.33,12,1,0,6,0,0,0,0,0,0,0,0
1,0,1.14,58.54,13,1,0,6,0,0,0,0,0,0,0,0
1,0,1.8,75.82,18,1,0,6,0,0,0,0,0,0,0,0
1,2,0.25,71.99,27,1,0,6,0,0,0,0,0,0,0,0
1,0,1.06,43.45,31,1,0,6,0,0,0,0,0,0,0,0
0,0,-0.49,50.91,32,1,0,6,0,0,0,0,0,0,0,0
1,2,1.39,64.74,97,1,0,6,0,0,0,0,0,0,0,0
1,0,-0.07,58.44,2,2,0,6,0,0,0,0,0,0,0,0
1,0,-1.23,59.14,7,2,0,6,0,0,0,0,0,0,0,0
1,4,1.42,61.12,9,2,0,6,0,0,0,0,0,0,0,0
1,0,-1.13,53.53,14,2,0,6,0,0,0,0,0,0,0,0
0,0,1.45,68.71,16,2,0,6,0,0,0,0,0,0,0,0
1,0,1.32,71.96,28,2,0,6,0,0,0,0,0,0,0,0
0,0,0.55,61.11,6,3,0,6,0,0,0,0,0,0,0,0
1,2,0.98,58.17,7,3,0,6,0,0,0,0,0,0,0,0
0,6,0.29,65.9,16,3,0,6,0,0,0,0,0,0,0,0
0,2,-0.98,63.98,26,4,0,6,0,0,0,0,0,0,0,0
1,3,0.23,67.07,99,4,0,6,0,0,0,0,0,0,0,0
1,2,0.29,59.83,10,6,0,6,0,0,0,0,0,0,0,0
0,2,0.48,69.75,23,6,0,6,0,0,0,0,0,0,0,0
1,2,-0.95,49.68,26,6,0,6,0,0,0,0,0,0,0,0
0,5,0.29,62.47,10,8,0,6,0,0,0,0,0,0,0,0
0,2,0.89,55.88,18,8,0,6,0,0,0,0,0,0,0,0
1,0,-0.08,71.36,2,0,1,6,0,0,0,0,0,0,0,0
1,0,1.16,67.81,9,1,1,6,0,0,0,0,0,0,0,0
1,0,0.43,60.13,17,1,1,6,0,0,0,0,0,0,0,0
1,2,-0.4,55.71,9,4,1,6,0,0,0,0,0,0,0,0
1,6,1.22,56.18,20,6,1,6,0,0,0,0,0,0,0,0
1,0,-0.83,55.18,11,7,1,6,0,0,0,0,0,0,0,0
1,0,0.66,62.47,20,3,2,6,0,0,0,0,0,0,0,0
1,0,1.29,62.82,98,3,2,6,0,0,0,0,0,0,0,0
0,0,0.21,61.41,8,0,3,6,0,0,0,0,0,0,0,0
0,0,1.22,68.56,6,2,3,6,0,0,0,0,0,0,0,0
0,0,0.96,61.23,5,3,5,6,0,0,0,0,0,0,0,0
1,3,-0.84,36.42,4,5,0,0,1,0,0,0,0,0,0,0
0,5,-0.68,30.53,3,0,0,1,1,0,0,0,0,0,0,0
1,1,0.6,36.18,9,5,0,1,1,0,0,0,0,0,0,0
1,0,-1.06,40.98,2,2,2,1,1,0,0,0,0,0,0,0
0,4,0.35,51.77,10,2,0,2,1,0,0,0,0,0,0,0
1,3,-1.09,34.58,11,3,0,2,1,0,0,0,0,0,0,0
0,0,0.34,37.9,25,3,0,2,1,0,0,0,0,0,0,0
0,0,-0.55,39.3,11,7,0,2,1,0,0,0,0,0,0,0
0,5,-0.47,55.34,11,8,0,2,1,0,0,0,0,0,0,0
1,0,0.45,53.5,8,6,2,2,1,0,0,0,0,0,0,0
1,6,-0.49,52.82,5,8,2,2,1,0,0,0,0,0,0,0
1,0,-0.59,41.38,8,2,3,2,1,0,0,0,0,0,0,0
0,0,-0.91,40.26,7,4,4,2,1,0,0,0,0,0,0,0
0,5,-0.48,56.79,16,2,0,3,1,0,0,0,0,0,0,0
1,6,-0.68,42.77,1,3,0,3,1,0,0,0,0,0,0,0
0,0,-1.34,50.59,2,3,0,3,1,0,0,0,0,0,0,0
1,0,-0.06,52.67,3,3,0,3,1,0,0,0,0,0,0,0
1,0,0.61,54.66,9,3,0,3,1,0,0,0,0,0,0,0
0,0,0.46,55.17,25,3,0,3,1,0,0,0,0,0,0,0
1,3,-0.03,53.38,7,7,0,3,1,0,0,0,0,0,0,0
1,3,-0.48,45.82,22,8,0,3,1,0,0,0,0,0,0,0
1,4,-0.67,39.16,7,3,2,3,1,0,0,0,0,0,0,0
1,0,-0.47,49.42,6,1,3,3,1,0,0,0,0,0,0,0
1,0,0.14,44.92,16,2,4,3,1,0,0,0,0,0,0,0
1,0,-0.63,49.83,5,3,7,3,1,0,0,0,0,0,0,0
1,4,-0.65,51.77,3,8,9,3,1,0,0,0,0,0,0,0
0,6,-1,42.12,24,0,0,4,1,0,0,0,0,0,0,0
0,2,0.02,55.02,98,2,0,4,1,0,0,0,0,0,0,0
0,4,-0.67,53.87,8,3,0,4,1,0,0,0,0,0,0,0
1,0,0.28,47.08,9,3,0,4,1,0,0,0,0,0,0,0
1,5,0.38,59.97,23,3,0,4,1,0,0,0,0,0,0,0
0,4,0.14,54.5,6,4,0,4,1,0,0,0,0,0,0,0
1,3,-0.39,45.19,1,5,0,4,1,0,0,0,0,0,0,0
0,0,1.45,51.52,25,7,0,4,1,0,0,0,0,0,0,0
0,3,0.4,47.66,10,8,0,4,1,0,0,0,0,0,0,0
1,2,-0.09,48.65,5,1,1,4,1,0,0,0,0,0,0,0
1,0,0.59,51.63,2,3,1,4,1,0,0,0,0,0,0,0
1,0,-1.36,44.08,34,5,1,4,1,0,0,0,0,0,0,0
1,5,-1.05,43.95,5,6,1,4,1,0,0,0,0,0,0,0
1,6,-0.67,44.95,25,6,1,4,1,0,0,0,0,0,0,0
1,0,-0.45,55.81,17,3,2,4,1,0,0,0,0,0,0,0
0,6,1.12,61.34,15,5,2,4,1,0,0,0,0,0,0,0
1,3,-0.27,34.56,3,2,4,4,1,0,0,0,0,0,0,0
1,0,-0.4,46.24,3,2,8,4,1,0,0,0,0,0,0,0
1,6,0.06,47.74,12,1,0,5,1,0,0,0,0,0,0,0
1,0,1.47,54.61,15,1,0,5,1,0,0,0,0,0,0,0
0,4,-0.31,53.76,3,2,0,5,1,0,0,0,0,0,0,0
0,2,1.8,56.85,3,2,0,5,1,0,0,0,0,0,0,0
1,0,0.27,61.15,15,2,0,5,1,0,0,0,0,0,0,0
1,0,-0.38,46.94,16,2,0,5,1,0,0,0,0,0,0,0
1,0,0.95,61.44,23,2,0,5,1,0,0,0,0,0,0,0
1,0,-0.49,55.17,13,3,0,5,1,0,0,0,0,0,0,0
1,2,0.7,53.68,1,4,0,5,1,0,0,0,0,0,0,0
0,0,1.21,64.3,12,4,0,5,1,0,0,0,0,0,0,0
1,3,-0.1,48.04,4,5,0,5,1,0,0,0,0,0,0,0
0,0,1.45,70.53,15,7,0,5,1,0,0,0,0,0,0,0
1,0,-0.77,35.53,3,8,0,5,1,0,0,0,0,0,0,0
0,2,0.82,62.58,97,8,0,5,1,0,0,0,0,0,0,0
1,0,-0.22,61.64,11,3,1,5,1,0,0,0,0,0,0,0
0,0,0.98,60.34,17,6,1,5,1,0,0,0,0,0,0,0
0,0,0.77,58.04,7,3,2,5,1,0,0,0,0,0,0,0
1,0,1.2,57.86,12,0,3,5,1,0,0,0,0,0,0,0
1,2,-0.45,50.82,22,1,3,5,1,0,0,0,0,0,0,0
0,0,0.99,61.32,11,0,0,6,1,0,0,0,0,0,0,0
0,2,1.27,72.06,4,1,0,6,1,0,0,0,0,0,0,0
1,0,0.32,59.42,8,1,0,6,1,0,0,0,0,0,0,0
1,0,0.6,66.2,10,1,0,6,1,0,0,0,0,0,0,0
1,0,1.05,67.53,16,1,0,6,1,0,0,0,0,0,0,0
1,6,1.55,54.02,4,2,0,6,1,0,0,0,0,0,0,0
1,2,0.87,48.88,11,2,0,6,1,0,0,0,0,0,0,0
1,4,-0.72,56.35,11,2,0,6,1,0,0,0,0,0,0,0
0,2,1.29,70.78,12,2,0,6,1,0,0,0,0,0,0,0
1,2,0.74,60.13,8,3,0,6,1,0,0,0,0,0,0,0
0,2,1.12,65.75,11,4,0,6,1,0,0,0,0,0,0,0
